PRCE_REG_YMD,PDLT_PRCE,price_pct,MA_7,MA_14,weekday,crop_name
2023-12-04,415,,,,Monday,감자
2023-12-05,415,0.0,,,Tuesday,감자
2023-12-06,415,0.0,,,Wednesday,감자
2023-12-07,415,0.0,,,Thursday,감자
2023-12-08,415,0.0,,,Friday,감자
2023-12-08,324,-21.927710843373493,,,Friday,감자
2023-12-11,415,28.08641975308641,402.0,,Monday,감자
2023-12-11,324,-21.927710843373493,389.0,,Monday,감자
2023-12-12,415,28.08641975308641,389.0,,Tuesday,감자
2023-12-12,324,-21.927710843373493,376.0,,Tuesday,감자
2023-12-13,415,28.08641975308641,376.0,,Wednesday,감자
2023-12-13,324,-21.927710843373493,363.0,,Wednesday,감자
2024-01-18,1030,217.9012345679012,463.85714285714283,,Thursday,감자
2024-01-19,1030,0.0,551.7142857142857,476.85714285714283,Friday,감자
2024-01-22,1030,0.0,652.5714285714286,520.7857142857143,Monday,감자
2024-01-23,1030,0.0,740.4285714285714,564.7142857142857,Tuesday,감자
2024-01-24,1030,0.0,841.2857142857143,608.6428571428571,Wednesday,감자
2024-01-25,1030,0.0,929.1428571428571,652.5714285714286,Thursday,감자
2024-01-26,960,-6.796116504854366,1020.0,691.5,Friday,감자
2024-01-29,960,0.0,1010.0,736.9285714285714,Monday,감자
2024-01-30,960,0.0,1000.0,775.8571428571429,Tuesday,감자
2024-01-31,960,0.0,990.0,821.2857142857143,Wednesday,감자
2024-02-22,687,-28.437500000000004,941.0,840.7142857142857,Thursday,감자
2024-02-23,687,0.0,892.0,866.6428571428571,Friday,감자
2024-02-26,687,0.0,843.0,886.0714285714286,Monday,감자
2024-02-27,687,0.0,804.0,912.0,Tuesday,감자
2024-02-28,687,0.0,765.0,887.5,Wednesday,감자
2024-02-29,687,0.0,726.0,863.0,Thursday,감자
2024-03-04,687,0.0,687.0,838.5,Monday,감자
2024-03-05,687,0.0,687.0,814.0,Tuesday,감자
2024-03-06,687,0.0,687.0,789.5,Wednesday,감자
2024-03-07,687,0.0,687.0,765.0,Thursday,감자
2024-03-08,687,0.0,687.0,745.5,Friday,감자
2024-03-11,687,0.0,687.0,726.0,Monday,감자
2024-03-12,687,0.0,687.0,706.5,Tuesday,감자
2024-03-13,687,0.0,687.0,687.0,Wednesday,감자
2024-03-14,610,-11.208151382823871,676.0,681.5,Thursday,감자
2024-03-15,610,0.0,665.0,676.0,Friday,감자
2024-03-18,610,0.0,654.0,670.5,Monday,감자
2024-03-19,610,0.0,643.0,665.0,Tuesday,감자
2024-03-20,610,0.0,632.0,659.5,Wednesday,감자
2024-03-21,776,27.213114754098356,644.7142857142857,665.8571428571429,Thursday,감자
2024-03-22,776,0.0,657.4285714285714,672.2142857142857,Friday,감자
2024-03-25,776,0.0,681.1428571428571,678.5714285714286,Monday,감자
2024-03-26,776,0.0,704.8571428571429,684.9285714285714,Tuesday,감자
2024-03-27,776,0.0,728.5714285714286,691.2857142857143,Wednesday,감자
2024-03-28,776,0.0,752.2857142857143,697.6428571428571,Thursday,감자
2024-03-29,776,0.0,776.0,704.0,Friday,감자
2024-04-01,776,0.0,776.0,710.3571428571429,Monday,감자
2024-04-02,776,0.0,776.0,716.7142857142857,Tuesday,감자
2024-04-03,776,0.0,776.0,728.5714285714286,Wednesday,감자
2024-04-04,776,0.0,776.0,740.4285714285714,Thursday,감자
2024-04-05,776,0.0,776.0,752.2857142857143,Friday,감자
2024-04-08,776,0.0,776.0,764.1428571428571,Monday,감자
2024-04-09,776,0.0,776.0,776.0,Tuesday,감자
2024-04-11,776,0.0,776.0,776.0,Thursday,감자
2024-04-12,776,0.0,776.0,776.0,Friday,감자
2024-04-15,776,0.0,776.0,776.0,Monday,감자
2024-04-16,776,0.0,776.0,776.0,Tuesday,감자
2024-04-17,776,0.0,776.0,776.0,Wednesday,감자
2024-04-18,698,-10.051546391752575,764.8571428571429,770.4285714285714,Thursday,감자
2024-04-19,698,0.0,753.7142857142857,764.8571428571429,Friday,감자
2024-04-22,698,0.0,742.5714285714286,759.2857142857143,Monday,감자
2024-04-23,698,0.0,731.4285714285714,753.7142857142857,Tuesday,감자
2024-04-24,698,0.0,720.2857142857143,748.1428571428571,Wednesday,감자
2024-04-25,665,-4.727793696275073,704.4285714285714,740.2142857142857,Thursday,감자
2024-04-26,665,0.0,688.5714285714286,732.2857142857143,Friday,감자
2024-04-29,721,8.421052631578952,691.8571428571429,728.3571428571429,Monday,감자
2024-04-30,721,0.0,695.1428571428571,724.4285714285714,Tuesday,감자
2024-05-02,721,0.0,698.4285714285714,720.5,Thursday,감자
2024-05-03,721,0.0,701.7142857142857,716.5714285714286,Friday,감자
2024-05-07,721,0.0,705.0,712.6428571428571,Tuesday,감자
2024-05-08,721,0.0,713.0,708.7142857142857,Wednesday,감자
2024-05-09,721,0.0,721.0,704.7857142857143,Thursday,감자
2024-05-10,721,0.0,721.0,706.4285714285714,Friday,감자
2024-05-13,721,0.0,721.0,708.0714285714286,Monday,감자
2024-05-14,721,0.0,721.0,709.7142857142857,Tuesday,감자
2024-05-16,665,-7.7669902912621325,713.0,707.3571428571429,Thursday,감자
2024-05-17,665,0.0,705.0,705.0,Friday,감자
2024-05-20,665,0.0,697.0,705.0,Monday,감자
2024-05-21,665,0.0,689.0,705.0,Tuesday,감자
2024-05-22,665,0.0,681.0,701.0,Wednesday,감자
2024-05-23,665,0.0,673.0,697.0,Thursday,감자
2024-05-24,665,0.0,665.0,693.0,Friday,감자
2024-05-27,665,0.0,665.0,689.0,Monday,감자
2024-05-28,665,0.0,665.0,685.0,Tuesday,감자
2024-05-29,665,0.0,665.0,681.0,Wednesday,감자
2024-05-30,665,0.0,665.0,677.0,Thursday,감자
2024-05-31,610,-8.270676691729328,657.1428571428571,669.0714285714286,Friday,감자
2024-06-03,610,0.0,649.2857142857143,661.1428571428571,Monday,감자
2024-06-04,610,0.0,641.4285714285714,653.2142857142857,Tuesday,감자
2024-06-07,354,-41.967213114754095,597.0,631.0,Friday,감자
2024-06-10,354,0.0,552.5714285714286,608.7857142857143,Monday,감자
2024-06-11,354,0.0,508.14285714285717,586.5714285714286,Tuesday,감자
2024-06-12,354,0.0,463.7142857142857,564.3571428571429,Wednesday,감자
2024-06-13,387,9.322033898305083,431.85714285714283,544.5,Thursday,감자
2024-06-14,387,0.0,400.0,524.6428571428571,Friday,감자
2024-06-17,374,-3.3591731266149893,366.2857142857143,503.85714285714283,Monday,감자
2024-06-18,374,0.0,369.14285714285717,483.07142857142856,Tuesday,감자
2024-06-19,374,0.0,372.0,462.2857142857143,Wednesday,감자
2024-06-20,332,-11.229946524064172,368.85714285714283,438.5,Thursday,감자
2024-06-21,332,0.0,365.7142857142857,414.7142857142857,Friday,감자
2024-06-24,332,0.0,357.85714285714283,394.85714285714283,Monday,감자
2024-06-25,332,0.0,350.0,375.0,Tuesday,감자
2024-06-26,332,0.0,344.0,355.14285714285717,Wednesday,감자
2024-06-27,374,12.650602409638555,344.0,356.57142857142856,Thursday,감자
2024-06-28,374,0.0,344.0,358.0,Friday,감자
2024-07-01,374,0.0,350.0,359.42857142857144,Monday,감자
2024-07-02,374,0.0,356.0,360.85714285714283,Tuesday,감자
2024-07-03,374,0.0,362.0,359.92857142857144,Wednesday,감자
2024-07-04,349,-6.68449197860963,364.42857142857144,357.2142857142857,Thursday,감자
2024-07-05,349,0.0,366.85714285714283,355.42857142857144,Friday,감자
2024-07-08,349,0.0,363.2857142857143,353.64285714285717,Monday,감자
2024-07-09,349,0.0,359.7142857142857,351.85714285714283,Tuesday,감자
2024-07-10,349,0.0,356.14285714285717,353.07142857142856,Wednesday,감자
2024-07-11,374,7.163323782234965,356.14285714285717,356.07142857142856,Thursday,감자
2024-07-12,374,0.0,356.14285714285717,359.07142857142856,Friday,감자
2024-07-15,374,0.0,359.7142857142857,362.07142857142856,Monday,감자
2024-07-16,399,6.68449197860963,366.85714285714283,366.85714285714283,Tuesday,감자
2024-07-17,399,0.0,374.0,368.64285714285717,Wednesday,감자
2024-07-18,337,-15.538847117794486,372.2857142857143,366.0,Thursday,감자
2024-07-19,337,0.0,370.57142857142856,363.35714285714283,Friday,감자
2024-07-22,337,0.0,365.2857142857143,360.7142857142857,Monday,감자
2024-07-23,337,0.0,360.0,358.07142857142856,Tuesday,감자
2024-07-24,337,0.0,354.7142857142857,357.2142857142857,Wednesday,감자
2024-07-25,249,-26.112759643916917,333.2857142857143,350.07142857142856,Thursday,감자
2024-07-26,249,0.0,311.85714285714283,342.92857142857144,Friday,감자
2024-07-29,249,0.0,299.2857142857143,335.7857142857143,Monday,감자
2024-07-30,249,0.0,286.7142857142857,328.64285714285717,Tuesday,감자
2024-07-31,249,0.0,274.14285714285717,319.7142857142857,Wednesday,감자
2024-08-01,332,33.33333333333333,273.42857142857144,316.7142857142857,Thursday,감자
2024-08-02,332,0.0,272.7142857142857,313.7142857142857,Friday,감자
2024-08-05,332,0.0,284.57142857142856,308.92857142857144,Monday,감자
2024-08-06,332,0.0,296.42857142857144,304.14285714285717,Tuesday,감자
2024-08-07,332,0.0,308.2857142857143,303.7857142857143,Wednesday,감자
2024-08-08,233,-29.819277108433738,306.0,296.35714285714283,Thursday,감자
2024-08-09,233,0.0,303.7142857142857,288.92857142857144,Friday,감자
2024-08-12,233,0.0,289.57142857142856,281.5,Monday,감자
2024-08-13,233,0.0,275.42857142857144,274.07142857142856,Tuesday,감자
2024-08-14,233,0.0,261.2857142857143,272.92857142857144,Wednesday,감자
2024-08-16,349,49.785407725321896,263.7142857142857,280.07142857142856,Friday,감자
2024-08-19,349,0.0,266.14285714285717,287.2142857142857,Monday,감자
2024-08-20,349,0.0,282.7142857142857,294.35714285714283,Tuesday,감자
2024-08-21,349,0.0,299.2857142857143,301.5,Wednesday,감자
2024-08-22,307,-12.034383954154727,309.85714285714283,299.7142857142857,Thursday,감자
2024-08-23,307,0.0,320.42857142857144,297.92857142857144,Friday,감자
2024-08-26,307,0.0,331.0,296.14285714285717,Monday,감자
2024-08-27,307,0.0,325.0,294.35714285714283,Tuesday,감자
2024-08-28,307,0.0,319.0,292.57142857142856,Wednesday,감자
2024-08-29,374,21.824104234527695,322.57142857142856,302.64285714285717,Thursday,감자
2024-08-30,374,0.0,326.14285714285717,312.7142857142857,Friday,감자
2024-09-02,374,0.0,335.7142857142857,322.7857142857143,Monday,감자
2024-09-03,374,0.0,345.2857142857143,332.85714285714283,Tuesday,감자
2024-09-04,374,0.0,354.85714285714283,342.92857142857144,Wednesday,감자
2024-09-05,307,-17.914438502673804,354.85714285714283,339.92857142857144,Thursday,감자
2024-09-06,307,0.0,354.85714285714283,336.92857142857144,Friday,감자
2024-09-09,307,0.0,345.2857142857143,333.92857142857144,Monday,감자
2024-09-10,307,0.0,335.7142857142857,330.92857142857144,Tuesday,감자
2024-09-11,307,0.0,326.14285714285717,330.92857142857144,Wednesday,감자
2024-09-12,337,9.771986970684043,320.85714285714283,333.07142857142856,Thursday,감자
2024-09-13,337,0.0,315.57142857142856,335.2142857142857,Friday,감자
2024-09-19,332,-1.4836795252225476,319.14285714285717,337.0,Thursday,감자
2024-09-20,332,0.0,322.7142857142857,338.7857142857143,Friday,감자
2024-09-23,332,0.0,326.2857142857143,335.7857142857143,Monday,감자
2024-09-24,332,0.0,329.85714285714283,332.7857142857143,Tuesday,감자
2024-09-25,349,5.12048192771084,335.85714285714283,331.0,Wednesday,감자
2024-09-26,349,0.0,337.57142857142856,329.2142857142857,Thursday,감자
2024-09-27,349,0.0,339.2857142857143,327.42857142857144,Friday,감자
2024-09-30,349,0.0,341.7142857142857,330.42857142857144,Monday,감자
2024-10-02,349,0.0,344.14285714285717,333.42857142857144,Wednesday,감자
2024-10-04,314,-10.028653295128942,341.57142857142856,333.92857142857144,Friday,감자
2024-10-07,321,2.2292993630573354,340.0,334.92857142857144,Monday,감자
2024-10-08,321,0.0,336.0,335.92857142857144,Tuesday,감자
2024-10-10,357,11.214953271028039,337.14285714285717,337.35714285714283,Thursday,감자
2024-10-11,357,0.0,338.2857142857143,338.7857142857143,Friday,감자
2024-10-14,357,0.0,339.42857142857144,340.57142857142856,Monday,감자
2024-10-15,357,0.0,340.57142857142856,342.35714285714283,Tuesday,감자
2024-10-16,357,0.0,346.7142857142857,344.14285714285717,Wednesday,감자
2024-10-17,307,-14.005602240896353,344.7142857142857,342.35714285714283,Thursday,감자
2024-10-18,307,0.0,342.7142857142857,339.35714285714283,Friday,감자
2024-10-21,307,0.0,335.57142857142856,336.35714285714283,Monday,감자
2024-10-22,307,0.0,328.42857142857144,333.35714285714283,Tuesday,감자
2024-10-23,307,0.0,321.2857142857143,330.35714285714283,Wednesday,감자
2024-10-24,307,0.0,314.14285714285717,327.35714285714283,Thursday,감자
2024-10-25,307,0.0,307.0,326.85714285714283,Friday,감자
2024-10-28,307,0.0,307.0,325.85714285714283,Monday,감자
2024-10-29,307,0.0,307.0,324.85714285714283,Tuesday,감자
2024-10-30,307,0.0,307.0,321.2857142857143,Wednesday,감자
2024-10-31,349,13.68078175895766,313.0,320.7142857142857,Thursday,감자
2024-11-01,349,0.0,319.0,320.14285714285717,Friday,감자
2024-11-04,349,0.0,325.0,319.57142857142856,Monday,감자
2024-11-05,349,0.0,331.0,319.0,Tuesday,감자
2024-11-06,349,0.0,337.0,322.0,Wednesday,감자
2024-11-07,349,0.0,343.0,325.0,Thursday,감자
2024-11-08,349,0.0,349.0,328.0,Friday,감자
2024-11-11,349,0.0,349.0,331.0,Monday,감자
2024-11-12,349,0.0,349.0,334.0,Tuesday,감자
2024-11-13,349,0.0,349.0,337.0,Wednesday,감자
2024-11-14,357,2.2922636103151817,350.14285714285717,340.57142857142856,Thursday,감자
2024-11-15,357,0.0,351.2857142857143,344.14285714285717,Friday,감자
2024-11-18,357,0.0,352.42857142857144,347.7142857142857,Monday,감자
2024-11-19,382,7.002801120448177,357.14285714285717,353.07142857142856,Tuesday,감자
2024-11-20,382,0.0,361.85714285714283,355.42857142857144,Wednesday,감자
2024-11-21,382,0.0,366.57142857142856,357.7857142857143,Thursday,감자
2024-11-22,382,0.0,371.2857142857143,360.14285714285717,Friday,감자
2024-11-25,415,8.638743455497377,379.57142857142856,364.85714285714283,Monday,감자
2024-11-26,415,0.0,387.85714285714283,369.57142857142856,Tuesday,감자
2024-11-27,415,0.0,396.14285714285717,374.2857142857143,Wednesday,감자
2024-11-28,415,0.0,400.85714285714283,379.0,Thursday,감자
2024-11-29,415,0.0,405.57142857142856,383.7142857142857,Friday,감자
2024-12-02,415,0.0,410.2857142857143,388.42857142857144,Monday,감자
2024-12-03,415,0.0,415.0,393.14285714285717,Tuesday,감자
2024-12-04,415,0.0,415.0,397.2857142857143,Wednesday,감자
2024-12-05,415,0.0,415.0,401.42857142857144,Thursday,감자
2024-12-09,415,0.0,415.0,405.57142857142856,Monday,감자
2024-12-10,415,0.0,415.0,407.92857142857144,Tuesday,감자
2024-12-11,415,0.0,415.0,410.2857142857143,Wednesday,감자
2024-12-12,415,0.0,415.0,412.64285714285717,Thursday,감자
2024-12-13,415,0.0,415.0,415.0,Friday,감자
2024-12-16,415,0.0,415.0,415.0,Monday,감자
2024-12-17,415,0.0,415.0,415.0,Tuesday,감자
2024-12-18,415,0.0,415.0,415.0,Wednesday,감자
2024-12-19,415,0.0,415.0,415.0,Thursday,감자
2024-12-20,415,0.0,415.0,415.0,Friday,감자
2024-12-23,415,0.0,415.0,415.0,Monday,감자
2024-12-24,415,0.0,415.0,415.0,Tuesday,감자
2025-01-16,250,-39.75903614457831,391.42857142857144,403.2142857142857,Thursday,감자
2025-01-17,250,0.0,367.85714285714283,391.42857142857144,Friday,감자
2025-01-20,250,0.0,344.2857142857143,379.64285714285717,Monday,감자
2025-01-21,250,0.0,320.7142857142857,367.85714285714283,Tuesday,감자
2025-01-22,250,0.0,297.14285714285717,356.07142857142856,Wednesday,감자
2025-02-20,960,284.0,375.0,395.0,Thursday,감자
2025-02-21,960,0.0,452.85714285714283,433.92857142857144,Friday,감자
2025-02-24,960,0.0,554.2857142857143,472.85714285714283,Monday,감자
2025-02-25,960,0.0,655.7142857142857,511.7857142857143,Tuesday,감자
2025-02-26,960,0.0,757.1428571428571,550.7142857142857,Wednesday,감자
2025-02-27,960,0.0,858.5714285714286,589.6428571428571,Thursday,감자
2025-02-28,959,-0.10416666666667185,959.8571428571429,628.5,Friday,감자
